hhid,year,member_id,n_jobs,n_wage_agri,n_wage_nonagri,n_self_agri,n_self_nonagri,worked,n_wage_jobs,longterm_income_rs_member,contract_income_rs_member,has_sec_primary,has_sec_secondary,has_sec_tertiary,daily_income_rs_member,wage_total_income_member
2402,2016,13090,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2402,2016,13091,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2403,2016,13093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,2016,13092,1,1,0,0,0,1,1,0,0,1,0,0,4500,4500
2403,2016,13094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2016,13096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2016,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2016,13095,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2405,2016,13099,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2405,2016,13098,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2405,2016,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,2016,13097,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2405,2016,13100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,2016,13101,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2406,2016,13102,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2406,2016,13103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,2016,13104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,2016,13106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,2016,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,2016,13105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,2016,13107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,2016,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,2016,13108,1,0,1,0,0,1,1,0,0,0,1,0,236000,236000
2407,2016,13109,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2408,2016,13111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2016,13112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2016,13113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2016,13110,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2408,2016,13114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,2016,13116,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2409,2016,13115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,2016,13117,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2409,2016,13119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,2016,13118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,2016,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,2016,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,2016,13121,2,0,0,2,0,1,0,0,0,0,0,0,0,0
2410,2016,13120,2,0,1,1,0,1,1,48000,0,0,0,1,0,48000
2411,2016,13124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,2016,2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,2016,13122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,2016,13123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,2016,13127,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2412,2016,13125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,2016,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,2016,13126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,2016,13128,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2413,2016,13130,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2413,2016,13133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,2016,13134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,2016,13131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,2016,13129,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2413,2016,13132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,2016,13135,2,1,0,1,0,1,1,0,0,0,1,0,171500,171500
2414,2016,13139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,2016,13136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,2016,13137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,2016,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,2016,13138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,2016,13141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,2016,13140,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2415,2016,13144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,2016,13143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,2016,13142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,2016,13150,1,0,1,0,0,1,1,72000,0,0,0,1,0,72000
2416,2016,13148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,2016,13145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,2016,13152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,2016,13147,1,0,1,0,0,1,1,216000,0,0,0,1,0,216000
2416,2016,13149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,2016,13151,1,0,1,0,0,1,1,96000,0,0,0,1,0,96000
2416,2016,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,2016,13146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,2016,13153,2,0,1,1,0,1,1,0,0,0,0,0,88200,88200
2417,2016,13155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,2016,13154,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2418,2016,13158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,2016,13156,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2418,2016,13157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,2016,13161,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2419,2016,13160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,2016,13159,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2420,2016,13162,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2420,2016,13163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,2016,13168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,2016,13167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,2016,13165,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2421,2016,13166,1,0,1,0,0,1,1,0,0,0,1,0,141000,141000
2421,2016,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,2016,13164,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2423,2016,13175,2,0,0,1,1,1,0,0,0,0,0,0,0,0
2423,2016,13172,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2423,2016,13174,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2423,2016,13173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,2016,13176,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2423,2016,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,2016,13177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,2016,13181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,2016,13178,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2424,2016,13179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,2016,13180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,2016,13182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,2016,13183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,2016,13184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,2016,13185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,2016,13186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,2016,13190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,2016,13188,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2427,2016,13187,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2427,2016,13191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,2016,13189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,2016,13193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,2016,13192,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2429,2016,13197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,2016,13195,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2429,2016,13194,2,0,1,1,0,1,1,0,0,0,1,0,112000,112000
2429,2016,13196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,2016,13199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,2016,13198,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2430,2016,13200,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2430,2016,13203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,2016,13201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,2016,13202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,2016,13206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,2016,13204,1,1,0,0,0,1,1,0,0,1,0,0,58500,58500
2431,2016,13207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,2016,13205,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2432,2016,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,2016,13208,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2432,2016,13210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,2016,13213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,2016,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,2016,13214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,2016,13211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,2016,13209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,2016,13212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,2016,13215,1,0,1,0,0,1,1,0,0,1,0,0,49000,49000
2433,2016,13217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,2016,13219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,2016,13216,1,0,1,0,0,1,1,0,0,1,0,0,21000,21000
2433,2016,13218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,2016,13222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,2016,13220,2,1,0,1,0,1,1,0,0,1,0,0,23700,23700
2434,2016,13221,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2435,2016,13225,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2435,2016,13224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,2016,13223,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2435,2016,13226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,2016,13227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,2016,13228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,2016,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,2016,13229,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2436,2016,13231,1,0,1,0,0,1,1,34200,0,0,0,1,0,34200
2436,2016,13230,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2437,2016,13237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,2016,13236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,2016,13233,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2437,2016,13232,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2437,2016,13234,2,0,1,1,0,1,1,0,93700,0,1,0,0,93700
2437,2016,13235,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2438,2016,13240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,2016,13238,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2438,2016,13243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,2016,13241,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2438,2016,13242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,2016,13239,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2438,2016,13244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,2016,13246,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2439,2016,13245,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2440,2016,13247,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2440,2016,13251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,2016,13248,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2440,2016,13249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,2016,13250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,2016,13253,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2441,2016,13255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,2016,13252,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2441,2016,13254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,2016,13256,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2442,2016,13259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,2016,13257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,2016,13258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,2016,13263,1,0,1,0,0,1,1,60000,0,0,0,1,0,60000
2443,2016,13264,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2443,2016,13262,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2443,2016,13261,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2443,2016,13260,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2443,2016,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,2016,13265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,2016,13269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,2016,13267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,2016,13266,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2444,2016,13268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,2016,13270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,2016,13272,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2445,2016,13274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,2016,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,2016,13276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,2016,13271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,2016,13273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,2016,13275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,2016,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,2016,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,2016,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,2016,13277,2,0,0,2,0,1,0,0,0,0,0,0,0,0
2446,2016,13280,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2446,2016,13279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,2016,13278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,2016,13284,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2447,2016,13282,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2447,2016,13281,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2447,2016,13283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,2016,13288,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2448,2016,13285,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2448,2016,13287,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2448,2016,13286,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2449,2016,13290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,2016,13289,1,0,1,0,0,1,1,133000,0,0,0,1,0,133000
2449,2016,13292,1,0,1,0,0,1,1,0,0,0,0,0,82200,82200
2449,2016,13291,1,0,1,0,0,1,1,0,0,0,1,0,191100,191100
2449,2016,13293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,2016,13296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,2016,13297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,2016,13298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,2016,13299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,2016,13295,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2450,2016,13294,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2451,2016,13304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,2016,13302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,2016,13301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,2016,13303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,2016,13300,2,0,1,1,0,1,1,144000,0,0,0,1,0,144000
2451,2016,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,2016,13309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,2016,13308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,2016,13305,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2452,2016,13306,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2452,2016,13307,1,0,1,0,0,1,1,171992,0,0,0,1,0,171992
2453,2016,13310,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2453,2016,13311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,2016,13312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,2016,13313,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2454,2016,13315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,2016,13316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,2016,13317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,2016,13314,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2455,2016,13319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,2016,13318,1,0,1,0,0,1,1,195000,0,0,0,1,0,195000
2455,2016,13320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,2016,13322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,2016,13326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,2016,13325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,2016,13321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,2016,13323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,2016,13324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,2016,13328,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2456,2016,13331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,2016,13330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,2016,13329,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2456,2016,13332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,2016,13327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,2016,13336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,2016,13335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,2016,13333,1,0,1,0,0,1,1,0,0,0,1,0,140500,140500
2457,2016,13337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,2016,13334,2,0,0,2,0,1,0,0,0,0,0,0,0,0
2458,2016,13338,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2458,2016,13343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,2016,13340,1,0,1,0,0,1,1,0,0,0,1,0,115200,115200
2458,2016,13341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,2016,13342,1,0,1,0,0,1,1,180000,0,0,0,0,0,180000
2458,2016,13339,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2459,2016,13347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,2016,13346,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2459,2016,13344,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2459,2016,13345,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2460,2016,13348,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2460,2016,13353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,2016,13350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,2016,13352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,2016,13354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,2016,35902,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2460,2016,13355,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2460,2016,13351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,2016,13360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,2016,13361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,2016,13359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,2016,13362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,2016,13358,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2461,2016,13356,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2461,2016,13357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,2016,13363,1,0,1,0,0,1,1,195000,0,0,0,1,0,195000
2462,2016,13365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,2016,13364,1,0,1,0,0,1,1,156000,0,0,0,1,0,156000
2463,2016,13372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,2016,13367,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2463,2016,13370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,2016,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,2016,13371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,2016,13369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,2016,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,2016,13368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,2016,13366,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2464,2016,13375,1,0,1,0,0,1,1,125000,0,0,0,1,0,125000
2464,2016,13374,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2464,2016,13384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,2016,13377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,2016,13373,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2464,2016,13379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,2016,13381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,2016,13378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,2016,13380,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,2016,13383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,2016,13376,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2464,2016,13382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,2016,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,2016,13389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,2016,13385,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2465,2016,13387,1,0,1,0,0,1,1,0,0,0,1,0,94250,94250
2465,2016,13388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,2016,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,2016,13386,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2466,2016,13392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,2016,13391,2,0,0,1,1,1,0,0,0,0,0,0,0,0
2466,2016,13390,2,0,0,1,1,1,0,0,0,0,0,0,0,0
2467,2016,13394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,2016,13395,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2467,2016,13396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,2016,13393,2,0,0,1,1,1,0,0,0,0,0,0,0,0
2468,2016,13399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,2016,13398,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2468,2016,13397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,2016,13402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,2016,13400,1,0,1,0,0,1,1,120000,0,0,0,1,0,120000
2469,2016,13403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,2016,13401,1,1,0,0,0,1,1,0,0,1,0,0,42000,42000
2470,2016,13404,2,0,1,1,0,1,1,0,0,0,1,0,207000,207000
2470,2016,13405,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2471,2016,13406,1,0,1,0,0,1,1,351000,0,0,0,1,0,351000
2471,2016,13407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,2016,13408,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2472,2016,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,2016,13412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,2016,13410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,2016,13411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,2016,13409,2,0,0,2,0,1,0,0,0,0,0,0,0,0
2473,2016,13417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,2016,13414,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2473,2016,13415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,2016,13416,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2473,2016,13413,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2474,2016,13419,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2474,2016,13418,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2474,2016,13420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,2016,13421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,2016,13422,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2475,2016,13423,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2476,2016,13426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,2016,13425,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2476,2016,13429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,2016,13424,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2476,2016,13427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,2016,13428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,2016,13430,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2477,2016,13432,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2477,2016,13431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,2016,13433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,2016,13435,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2478,2016,13434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,2016,13436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,2016,13440,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2480,2016,13439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,2016,13442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
